place_id,name,address,phone,state,zip_code,dso,brand,latitude,longitude,scraped_at
ChIJKaSfm8ZckFQRmLOE1m4wmXQ,Southcenter Modern Dentistry,"17420 Southcenter Pkwy Tukwila, WA 98188",(253) 395-5555,Washington,98188.0,Pacific Dental Services,,,,2024-01-15 00:08:00.244881
ChIJSysbzsyskVQROneITi0YXck,Olympic Modern Dentistry,"4901 Point Fosdick Dr NW Ste 300 Gig Harbor, WA 98335",(253) 858-8020,Washington,98335.0,Pacific Dental Services,,,,2024-01-15 00:08:00.264100
ChIJiVxNNDJakFQR_W9p4btCkWA,Kent Smiles Dentistry,"25248 Pacific Hwy S Ste 105 Kent, WA 98032",(253) 946-5766,Washington,98032.0,Pacific Dental Services,,,,2024-01-15 00:08:00.281738
ChIJr9oihzVVkFQRtTQEIbI2NLs,Tacoma Smiles Dentistry,"2729 N Pearl St Tacoma, WA 98407",(253) 999-5503,Washington,98407.0,Pacific Dental Services,,,,2024-01-15 00:08:03.390550
ChIJqQy-1cNfkFQRvs3zMFp4T5A,Dentists of Covington,"27237 172nd Ave SE Ste 105A Covington, WA 98042",(253) 263-7010,Washington,98042.0,Pacific Dental Services,,,,2024-01-15 00:08:03.407291
ChIJ808HViBXkFQRQsKz1lRCh3s,Federal Way Modern Dentistry,"164 SW Campus Dr Ste 101 Federal Way, WA 98023",(253) 432-8942,Washington,98023.0,Pacific Dental Services,,,,2024-01-15 00:08:03.428691
ChIJ6UdDNuFZkFQRyMJ3vLxHe4w,Dentists of Auburn,"502 15th St NE Ste 102 Auburn, WA 98002",(253) 330-8205,Nebraska,98002.0,Pacific Dental Services,,,,2024-01-15 00:08:03.455669
ChIJWcS8OeViwokRmaEbj65hLSU,Manor Dental," 66 Covert Ave, Garden City, NY",(516) 775-2330,New York,11530.0,Heartland Dental,,,,2024-01-16 12:12:14.015736
ChIJfRJ5Rh5gkFQRv7cQl5GBeRU,Maple Valley Modern Dentistry,"26555 Maple Valley Black Diamond Rd Ste L100 Maple Valley, WA 98038",(425) 906-9119,Washington,98038.0,Pacific Dental Services,,,,2024-01-15 00:08:03.473167
ChIJC0hx9_KqkVQR0I3bxWMqznA,University Place Modern Dentistry,"3708 Bridgeport Way W University Place, WA 98466",(253) 215-1107,Washington,98466.0,Pacific Dental Services,,,,2024-01-15 00:08:03.491970
ChIJtUQqsD35kFQRSfKHDhQeCbM,Dentists of Lakeland Hills,"7084 Lakeland Hills Way Ste 104 Auburn, WA 98092",(253) 329-5083,Washington,98092.0,Pacific Dental Services,,,,2024-01-15 00:08:03.515123
ChIJebLq5PW_nYgRh0UlC869OCA,Picayune Dental Clinic," 200 Norwood St, Picayune, MS",(601) 798-8207,Mississippi,39466.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ7XEqiop1kVQRADdhkrEAIEo,West Olympia Dental Group,"1309 Cooper Point Rd SW Ste 100 Olympia, WA 98502",(360) 483-4765,Washington,98502.0,Pacific Dental Services,,,,2024-01-15 00:08:03.534944
ChIJo9gGLCj7kFQRBbBe-RZehYY,Dentists of Puyallup,"732 Shaw Rd Ste B Puyallup, WA 98372",(253) 267-7112,Washington,98372.0,Pacific Dental Services,,,,2024-01-15 00:08:03.558156
ChIJAf7SEaH9kFQR6qxAZyPRESk,Puyallup Modern Dentistry,"12005 Meridian S Ste 102 Puyallup, WA 98373",(253) 214-9293,Washington,98373.0,Pacific Dental Services,,,,2024-01-15 00:08:03.576662
ChIJTztIzDtzkVQRcQvFfCSE_CM,Lacey Modern Dentistry,"5122 Yelm Hwy SE Ste E Lacey, WA 98503",(360) 528-7878,Washington,98503.0,Pacific Dental Services,,,,2024-01-15 00:08:03.598647
ChIJWVR_1Kz-kFQRIpuTaTllI14,Puyallup Smiles Dentistry and Orthodontics,"16810 Meridian E Ste J107 Puyallup, WA 98375",(253) 848-7777,Washington,98375.0,Pacific Dental Services,,,,2024-01-15 00:08:03.624020
ChIJU0H_Skv9kFQR2JJxDbnl8B0,My Kid's Dentist & Orthodontics,"16810 Meridian E Ste J104 Puyallup, WA 98375",(253) 848-5437,Washington,98375.0,Pacific Dental Services,,,,2024-01-15 00:08:06.832695
ChIJnw4AjoezlVQR6XEOH8oCxzc,Battle Ground Smiles Dentistry,"1214 SW Scotton Wy Stes 101 & 103 Battle Ground, WA 98604",(360) 843-2001,Washington,98604.0,Pacific Dental Services,,,,2024-01-15 00:08:06.853356
ChIJE-pqCuSxlVQRT9nfpTbVbK0,Vancouver Smiles Dentistry,"14411 NE Fourth Plain Ste 134 Vancouver, WA 98682",(360) 768-0936,Nebraska,98682.0,Pacific Dental Services,,,,2024-01-15 00:08:06.872466
ChIJ20kUNF0PlVQREsUtTL2CCU4,Hillsboro Modern Dentistry,"2790 NE 106th Ave Ste A Hillsboro, OR 97124",(503) 844-0700,Nebraska,97124.0,Pacific Dental Services,,,,2024-01-15 00:08:06.893698
ChIJw2aroxAQlVQRUKCQxs6quVc,Hillsboro Dentist Office,"2247 SE Tualatin Valley Hwy Hillsboro, OR 97123",(503) 689-8584,Oregon,97123.0,Pacific Dental Services,,,,2024-01-15 00:08:06.911601
ChIJ8wIqBdKklVQRO35LL_G4PVU,Vancouver Dentist Office,"918 SE 164th Ave Ste 200 Vancouver, WA 98683",(360) 260-1005,Washington,98683.0,Pacific Dental Services,,,,2024-01-15 00:08:06.929632
ChIJ9Zf06SanlVQRstVP_Ljos34,Portland Modern Dentistry,"5175 NE Martin Luther King Blvd Ste 110 Portland, OR 97211",(503) 406-1108,Nebraska,97211.0,Pacific Dental Services,,,,2024-01-15 00:08:06.950723
ChIJVe55p7sOlVQRpmLX5kBeyBM,Cedar Hills Modern Dentistry,"2905 SW Cedar Hills Blvd Ste 120 Beaverton, OR 97005",(503) 396-4071,Oregon,97005.0,Pacific Dental Services,,,,2024-01-15 00:08:06.966910
ChIJ-zEfLs6glVQR8Wd_-WJSye0,Grant Park Dentistry,"3280 NE Broadway Portland, OR 97232",(503) 282-0521,Nebraska,97232.0,Pacific Dental Services,,,,2024-01-15 00:08:06.988208
ChIJyynDLpSjlVQRZj32_hXlfXY,Russell Modern Dentistry,"1710 NE 122nd Ave Portland, OR 97230",(503) 295-2120,Nebraska,97230.0,Pacific Dental Services,,,,2024-01-15 00:08:07.007193
ChIJ54WRrW0MlVQRKd45g2cqlfw,Tigard Modern Dentistry,"12266 SW Scholls Ferry Rd Tigard, OR 97223",(503) 455-8483,Oregon,97223.0,Pacific Dental Services,,,,2024-01-15 00:08:07.029551
ChIJj9OEhpuilVQRiuKDheEWEd8,Gresham Modern Dentistry and Orthodontics,"387 NE 223rd Ave Gresham, OR 97030",(503) 491-5450,Nebraska,97030.0,Pacific Dental Services,,,,2024-01-15 00:08:07.049182
ChIJl4-fyMQMlVQRl-iu8vDlhmY,Tigard Triangle Smiles Dentistry and Orthodontics,"7275 SW Dartmouth St Ste 180 Tigard, OR 97223",(503) 620-2319,Oregon,97223.0,Pacific Dental Services,,,,2024-01-15 00:08:10.206150
ChIJk4Ug0f6rkYARolUoRNR70mA,Lake Oswego Modern Dentistry,"4823 Meadows Rd Ste 131 Lake Oswego, OR 97035",(503) 334-0351,Oregon,97035.0,Pacific Dental Services,,,,2024-01-15 00:08:10.228590
ChIJc7VdC4tylVQRysirY1WdsFo,Tualatin Modern Dentistry,"7017 SW Nyberg St Ste P-4.6 Tualatin, OR 97062",(503) 612-8736,Oregon,97062.0,Pacific Dental Services,,,,2024-01-15 00:08:10.249662
ChIJc0V8Id2flVQRCx4taeXz7zg,Happy Valley Modern Dentistry,"13180 SE 172nd Ave Ste 146 Happy Valley, OR 97086",(503) 353-6568,Oregon,97086.0,Pacific Dental Services,,,,2024-01-15 00:08:10.266533
ChIJR_Syzu5ulVQRgeLOUM7ldXc,Wilsonville Smiles Dentistry,"30040 SW Boones Ferry Rd Ste 20 Wilsonville, OR 97070",(503) 682-4500,Oregon,97070.0,Pacific Dental Services,,,,2024-01-15 00:08:10.285217
ChIJh1JvIdBwlVQRc1bJDjlPeOI,Hilltop Smiles Dentistry,"1436 Molalla Ave Oregon City, OR 97045",(503) 722-1100,Oregon,97045.0,Pacific Dental Services,,,,2024-01-15 00:08:10.310446
ChIJaf656W3Rt4kRNdG-m1-WgPY,Olney Modern Dentistry,"3130 Olney Sandy Spring Rd Olney, MD 20832",(240) 665-5485,Maryland,20832.0,Pacific Dental Services,,,,2024-01-15 00:08:10.327163
ChIJk_LVgTjPt4kRvZxVPYz8SoI,Aspen Hill Modern Dentistry,"13745 Connecticut Ave Silver Spring, MD 20906",(240) 762-4773,Connecticut,20906.0,Pacific Dental Services,,,,2024-01-15 00:08:10.347493
ChIJUaYF5SdBtokRO9NZvQuRceo,South Riding Modern Dentistry,"25421 Lizzio Center Dr Ste 190 Chantilly, VA 20152",(703) 543-9724,Virginia,20152.0,Pacific Dental Services,,,,2024-01-15 00:08:13.708868
ChIJRaiCLbRFtokRz5Y7koCke9Q,Chantilly Modern Dentistry,"14337 Newbrook Dr Ste 200 Chantilly, VA 20151",(703) 214-2113,Virginia,20151.0,Pacific Dental Services,,,,2024-01-15 00:08:13.726711
ChIJ-Wv5GARftokRA-HZl6qrnUE,Bristow Fountain Dentistry,"10283 Bristow Center Dr. Bristow, VA 20136",(703) 565-2920,Virginia,20136.0,Pacific Dental Services,,,,2024-01-15 00:08:13.749303
ChIJu_nxpYFmtokR_sV-W6hMSDs,Dentists of Gainesville,"8140 Stonewall Shops Sq Gainesville, VA 20155",(571) 298-8279,Virginia,20155.0,Pacific Dental Services,,,,2024-01-15 00:08:16.877790
ChIJER-Nkh09s1IRq9GMmuW6DNc,Coon Rapids Modern Dentistry,"3320 124th Ave. NW Coon Rapids, MN 55433",(763) 290-6623,Minnesota,55433.0,Pacific Dental Services,,,,2024-01-15 00:08:16.897136
ChIJXQggk2Qks1IRxpAZiD301Rg,Blaine Dentistry,"1384 109th Ave NE Ste 200 Blaine, MN 55434",(763) 757-6000,Nebraska,55434.0,Pacific Dental Services,,,,2024-01-15 00:08:16.915000
ChIJ88gInL_LslIRhCNOGTMsboA,Stillwater Modern Dentistry,"13331 60th St. N. Oak Park Heights, MN 55082",(651) 352-4629,Minnesota,55082.0,Pacific Dental Services,,,,2024-01-15 00:08:16.935795
ChIJu85BFzw5s1IRNDawQVsOybM,Champlin Dentistry,"11231 Aquila Dr N Champlin, MN 55316",(763) 275-1318,Minnesota,55316.0,Pacific Dental Services,,,,2024-01-15 00:08:16.953115
ChIJ4WTvTUous1IREt8cyBybEJg,Columbia Heights Dentistry,"5220 Central Ave NE Ste 240 Columbia Heights, MN 55421",(763) 275-1319,Nebraska,55421.0,Pacific Dental Services,,,,2024-01-15 00:08:16.970417
ChIJEeEdZP43s1IRQFIO-JjuzXo,Maple Grove Smiles Dentistry,"12737 Elm Creek Blvd N Maple Grove, MN 55369",(763) 218-7005,Minnesota,55369.0,Pacific Dental Services,,,,2024-01-15 00:08:16.990547
ChIJmyWlzF3Y94cRnvKm-jkXgZo,Woodbury Smiles Dentistry,"580 Woodbury Dr Ste 300 Woodbury, MN 55125",(651) 731-1010,Minnesota,55125.0,Pacific Dental Services,,,,2024-01-15 00:08:17.010498
ChIJ3y3EvDsesocR2AJcUn-3KX8,Dental Care of Edmond," 1308 N. Kelly Ave, Edmond, OK",(405) 216-5299,Oklahoma,73003.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJf0kUWh_X94cR8jpvCCy8R1U,Dentists of Woodbury,"7150 Valley Creek Plaza Ste 230 Woodbury, MN 55125",(651) 217-8296,Minnesota,55125.0,Pacific Dental Services,,,,2024-01-15 00:08:17.030335
ChIJS66Oj4NLs1IR41Ir8wl5Vmc,Plymouth Smiles Dentistry,"3405 Vicksburg Lane N Ste. 120 Plymouth, MN 55447",(763) 390-2414,Minnesota,55447.0,Pacific Dental Services,,,,2024-01-15 00:08:17.050489
ChIJtZc59b5Ls1IRjwruJ8YQvek,Hopkins Crossroads Dentistry,"11300 Wayzata Blvd Ste G Minnetonka, MN 55305",(952) 314-1125,Minnesota,55305.0,Pacific Dental Services,,,,2024-01-15 00:08:17.066922
ChIJvRrLkQLV94cRqCnn61gjLBA,Dentists of West St. Paul,"1740 S Robert St Unit 110 West St Paul, MN 55118",(651) 347-1252,Minnesota,55118.0,Pacific Dental Services,,,,2024-01-15 00:08:17.084664
ChIJKQ2i5ncp9ocRyZlDkW2wLaU,Dentists of Highland Park,"2096 Ford Pkwy St Paul, MN 55116",(651) 237-9913,Minnesota,55116.0,Pacific Dental Services,,,,2024-01-15 00:08:20.278158
ChIJDTqnqWYg9ocRNi9ipahSGPA,Knollwood Dentistry,"8454 Hwy 7 St. Louis Park, MN 55426",(952) 933-3667,Minnesota,55426.0,Pacific Dental Services,,,,2024-01-15 00:08:20.299441
,Cottage Grove Smiles Dentistry,"7240 E Point Douglas Rd S Ste 150 Cottage Grove, MN 55016",(651) 352-4628,Minnesota,55016.0,Pacific Dental Services,,,,2024-01-15 00:08:20.321250
ChIJv7mLrq8o9ocRcTsDj3TbTBc,Richfield Dentistry,"6411 Richfield Pkwy Richfield, MN 55423",(612) 869-3440,Minnesota,55423.0,Pacific Dental Services,,,,2024-01-15 00:08:20.340514
ChIJ5RCUibkt9ocR0QxPUx01ZVw,Eagan Smiles Dentistry,"3405 Promenade Ave Ste 300 Eagan, MN 55123",(651) 236-7458,Minnesota,55123.0,Pacific Dental Services,,,,2024-01-15 00:08:20.359697
ChIJddRm0cAY9ocRrGNhOadF04c,Dentists of Eden Prairie,"13000 Technology Dr Ste 110 Eden Prairie, MN 55344",(952) 562-1463,Minnesota,55344.0,Pacific Dental Services,,,,2024-01-15 00:08:20.380243
ChIJO61Ysa8k9ocRcvlyCf867NE,Bloomington Smiles Dentistry,"10700 France Ave Ste 102 Bloomington, MN 55437",(952) 679-3531,Minnesota,55437.0,Pacific Dental Services,,,,2024-01-15 00:08:20.400967
ChIJT9s_LSAF9ocR6GtWta6oXg0,Chaska Commons Dental Group,"114 Pioneer Trl Chaska, MN 55318",(952) 361-6855,Minnesota,55318.0,Pacific Dental Services,,,,2024-01-15 00:08:20.420571
ChIJHQ2HxC0x9ocRM3rOd0RhsnQ,Apple Valley Modern Dentistry,"15050 Cedar Ave #119 Apple Valley, MN 55124",(952) 248-4411,Minnesota,55124.0,Pacific Dental Services,,,,2024-01-15 00:08:20.444055
ChIJ908PWrM99ocRln0RV8HMrWY,Dentists of Savage,"14012 Hwy 13 Savage, MN 55378",(952) 242-1997,Minnesota,55378.0,Pacific Dental Services,,,,2024-01-15 00:08:20.461823
ChIJZ-kwva1UrlQRW2fkb--u7bY,Eagle Smiles Dentistry and Orthodontics,"6700 N Linder Rd Ste 132 Meridian, ID 83646",(208) 895-8555,Idaho,83646.0,Pacific Dental Services,,,,2024-01-15 00:08:20.492209
ChIJMXaK4j7_rlQROlh43JfmrM0,Dentists of Boise and Orthodontics,"7500 W. State St Ste 110 Boise, ID 83714",(208) 258-7740,Idaho,83714.0,Pacific Dental Services,,,,2024-01-15 00:08:20.514198
ChIJhe6fbkBUrlQReRtUlbfRpfI,Meridian Smiles Dentistry and Orthodontics,"2274 N Eagle Rd Ste 130 Meridian, ID 83646",(208) 893-5440,Idaho,83646.0,Pacific Dental Services,,,,2024-01-15 00:08:23.636172
ChIJFTn5o3FXrlQR4uvf0Vfqto0,Emerald Smiles Dentistry,"675 N Milwaukee St Ste 110 Boise, ID 83704",(208) 593-3221,Idaho,83704.0,Pacific Dental Services,,,,2024-01-15 00:08:23.654750
ChIJJwbnHFpbQIgRAL_H9_YZ0IQ,West Chester Modern Dentistry,"7701 Voice of America Center Dr Ste 200 West Chester Township, OH 45069",(513) 653-2847,Ohio,45069.0,Pacific Dental Services,,,,2024-01-15 00:08:23.672562
ChIJ75kQejhXQIgRjgKjNwMT_9s,Mason Modern Dentistry,"8240 Arbor Square Ste 2020 Mason, OH 45040",(513) 716-5731,Ohio,45040.0,Pacific Dental Services,,,,2024-01-15 00:08:23.693317
ChIJl3wsD5xRQIgRVghMCOWbBZI,Dentists of Sharonville,"12197 Lebanon Rd Ste 1 Sharonville, OH 45241",(513) 440-6903,Ohio,45241.0,Pacific Dental Services,,,,2024-01-15 00:08:23.711106
ChIJD90karNPQIgRMZTM4296fK4,Springdale Modern Dentistry,"403 E Kemper Rd Springdale, OH 45246",(513) 729-7245,Ohio,45246.0,Pacific Dental Services,,,,2024-01-15 00:08:23.728918
ChIJmffhhO1TQIgRSoVLesJofqI,Blue Ash Modern Dentistry,"4122 Hunt Rd Blue Ash, OH 45236",(513) 828-6708,Ohio,45236.0,Pacific Dental Services,,,,2024-01-15 00:08:23.749159
ChIJsdPB1x8HQYgR6Nxikks6IN0,Dentists of Eastgate,"880 Eastgate N Dr Ste 101 Cincinnati, OH 45245",(513) 978-5859,Ohio,45245.0,Pacific Dental Services,,,,2024-01-15 00:08:23.767181
ChIJp0V_P-mtQYgRipw3YTesfKo,Oakley Dental Group,"3263 Vandercar Way Cincinnati, OH 45209",(513) 978-5868,Ohio,45209.0,Pacific Dental Services,,,,2024-01-15 00:08:23.785336
ChIJiWw1uiKtQYgRG1E4WfIV-Gk,Dentists at Hyde Park Plaza,"3802 Paxton Ave Ste 12A Cincinnati, OH 45209",(513) 898-1194,Ohio,45209.0,Pacific Dental Services,,,,2024-01-15 00:08:23.806920
ChIJ0_gsOajLQYgR_7wtORw2cqk,Dentists of Westwood,"6175 Glenway Ave Ste A Cincinnati, OH 45211",(513) 318-4775,Ohio,45211.0,Pacific Dental Services,,,,2024-01-15 00:08:23.826906
ChIJ7_6ot3DHQYgR8UWAfEAt6D4,Florence Smiles Dentistry,"9031 Hwy 42 W Ste A Union, KY 41091",(859) 403-3382,Kentucky,41091.0,Pacific Dental Services,,,,2024-01-15 00:08:23.845092
ChIJM22QT8jZgoARcMC4SkYZq20,Chico Modern Dentistry,"241 W. E Ave Ste 1 Chico, CA 95926",(530) 332-8972,California,95926.0,Pacific Dental Services,,,,2024-01-15 00:08:26.915636
ChIJPTRgtzYdVIgRpKlszcvXdD4,University Modern Dentistry,"8956 J.M. Keynes Dr Ste 500 Charlotte, NC 28262",(980) 890-7590,North Carolina,28262.0,Pacific Dental Services,,,,2024-01-15 00:08:26.933543
ChIJMTMlLAmfVogRq7KDELqn21c,Steele Creek Modern Dentistry,"2114 Freeman Park Dr C 100 Charlotte, NC 28273",(980) 580-4271,North Carolina,28273.0,Pacific Dental Services,,,,2024-01-15 00:08:26.963094
ChIJF8V2keCDVogRI9sHyETTrxE,Redstone Modern Dentistry,"9709 Redstone Dr Ste 500 Indian Land, SC 29707",(803) 753-1349,South Carolina,29707.0,Pacific Dental Services,,,,2024-01-15 00:08:26.982284
ChIJB5Hq33WTVogRo1DzdAnhINg,Lake Wylie Modern Dentistry,"140 Hwy 274 Clover, SC 29710",(803) 752-0565,South Carolina,29710.0,Pacific Dental Services,,,,2024-01-15 00:08:27.001592
ChIJ7QwOqYqFVogRbMKAkVAe1cs,Fort Mill Smiles Dentistry,"810 Brayden Pkwy Ste 109 Fort Mill, SC 29708",(803) 810-1609,South Carolina,29708.0,Pacific Dental Services,,,,2024-01-15 00:08:27.023799
ChIJS9Ly2kKJVogRmU6Yv8zKY5k,Rock Hill Modern Dentistry,"128 S. Herlong Ave Ste 102 Rock Hill, SC 29732",(803) 825-4815,South Carolina,29732.0,Pacific Dental Services,,,,2024-01-15 00:08:27.050169
ChIJt5t2tMuthIARc-Eohlc_fhk,Yuba City Modern Dentistry,"995 Tharp Rd Ste B Yuba City, CA 95993",(530) 556-8009,California,95993.0,Pacific Dental Services,,,,2024-01-15 00:08:27.069201
ChIJsaYz-ehImYAR449_0WuFRR8,Lemmon Valley Dental Group,"280 Vista Knoll Pkwy Ste 114 Reno, NV 89506",(775) 971-9282,Nevada,89506.0,Pacific Dental Services,,,,2024-01-15 00:08:27.088729
ChIJbUBj4T47mYARwobmbG7p0n8,Sparks Modern Dentistry,"2454 Wingfield Hills Rd Ste 100 Sparks, NV 89436",(775) 525-5510,Nevada,89436.0,Pacific Dental Services,,,,2024-01-15 00:08:27.120865
ChIJVdAJFQA5mYARPbIO6VId8I8,Spanish Springs Modern Dentistry,"242 Los Altos Pkwy Sparks, NV 89436",(775) 354-1785,Nevada,89436.0,Pacific Dental Services,,,,2024-01-15 00:08:27.138221
ChIJgUrE1sYaU4cRfxm0OXWag8o,Clinton Dental Group and Orthodontics,"1737 N 2000 W Ste G Clinton, UT 84015",(801) 728-9000,Utah,84015.0,Pacific Dental Services,,,,2024-01-15 00:08:27.159176
ChIJG-2xxMYaU4cRTQw_ta5F9z8,My Kid's Dentist & Orthodontics,"1737 N 2000 W Clinton, UT 84015",(801) 773-6002,Utah,84015.0,Pacific Dental Services,,,,2024-01-15 00:08:30.262396
ChIJu0N9YZZGmYARC4y80yft3k4,Northwest Reno Smiles Dental Group,"5150 Mae Anne Ave Ste 810A Reno, NV 89523",(775) 747-0680,Nevada,89523.0,Pacific Dental Services,,,,2024-01-15 00:08:30.281513
ChIJNeDWLr4-mYARtdny9dFqgWA,Sparks Marina Dentistry,"475 Sparks Blvd Ste 101 Sparks, NV 89434",(775) 359-1565,Nevada,89434.0,Pacific Dental Services,,,,2024-01-15 00:08:30.304894
ChIJCQL1kbcDU4cRU_vphUQTGlE,Layton Smiles Dentistry,"820 N Main St Ste B Layton, UT 84041",(801) 771-8000,Utah,84041.0,Pacific Dental Services,,,,2024-01-15 00:08:30.321993
ChIJzVTb63RAmYARkqyTSCMgcrk,Reno Smiles Dentistry and Orthodontics,"6395 S McCarran Blvd Ste B Reno, NV 89509",(775) 823-9419,Nevada,89509.0,Pacific Dental Services,,,,2024-01-15 00:08:30.340084
